video_id,comment_id,author_display_name,published_at,text_display,like_count
J5Z7tIq7bco,UgxdMW6deB9MZkPNXNp4AaABAg,@グリフィンドールエマ,2025-09-10T16:23:55Z,🇺🇸のビバリーヒルズが無知で草。製薬会社の💊なしで医者は治療できない。つまり製薬ありき。薬剤師さんを医者の下に置くのは…調剤事務の完璧さは医者をドン引きさせますから。ははは🖊️💊,0
J5Z7tIq7bco,UgwWP9Jzjf457qg4qpB4AaABAg,@jettarinpattanajirarutchag9929,2025-09-10T02:58:33Z,Huh? This song is 16 year? I don’t know that before because I just know it from movie “One week friend”,0
J5Z7tIq7bco,UgydmjjsvXbDynfuOAR4AaABAg,@onigirinosato,2025-09-09T10:55:44Z,学生の頃は遠距離恋愛の唄だと思ってたけど<br>大人になって聴くと<br>子供が巣立っていく唄の様に感じました,2
J5Z7tIq7bco,Ugy3LtENL6XPBjQHXQt4AaABAg,@atmo6396,2025-09-08T22:27:45Z,アフロの人ピアノ弾けるの？<br>凄いな！知らなかった！,0
J5Z7tIq7bco,UgxiztJnzAaXbKAo_-94AaABAg,@suzuzousan,2025-09-08T17:57:06Z,発売から20年以上経っている曲が、視聴回数をコツコツと積み上げて<br>2億回到達は素晴らしいです。<br>当時CDも買いました。,0
J5Z7tIq7bco,UgxvK-sMGoYN64QY3XR4AaABAg,@永光幸男,2025-09-08T10:14:17Z,エエ歌,1
J5Z7tIq7bco,UgzdBCbtrR3chRJ7I0t4AaABAg,@秀-r8e,2025-09-08T00:01:37Z,名曲だね,2
J5Z7tIq7bco,UgwnmD1evmQj6Eegv6N4AaABAg,@ディープインパクト-f6q,2025-09-07T23:14:56Z,なんかいつも泣きながら😢<br>オケ🎤ってますね…<br>な～んも悲しくないんやけど,0
J5Z7tIq7bco,Ugxf3tvhnmZlAWnERHF4AaABAg,@たぬきみ-r1u,2025-09-07T10:49:33Z,まじすこ,2
J5Z7tIq7bco,UgyLybCN9rnbUqwH9JB4AaABAg,@Kohinatu830,2025-09-07T02:34:45Z,この曲を聴くと存在しない青春の記憶が甦る,0
J5Z7tIq7bco,UgwoZ8LQjNljgg0bZf14AaABAg,@joeypham4890,2025-09-06T20:31:20Z,"Hey guys, how about if we bring this song to The First Take pleaseee?",1
J5Z7tIq7bco,UgyH7czTQbN69KXLzHh4AaABAg,@トクガワ-n1o,2025-09-06T18:08:28Z,努力するタイプの性犯罪者オリラジ,0
J5Z7tIq7bco,UgxF9UlyuI4LIggyMHp4AaABAg,@amaisiori,2025-09-06T13:36:47Z,なんか涙でちゃった,1
J5Z7tIq7bco,UgyzFis9nHeWR5KMBs14AaABAg,@英明-w3i,2025-09-05T21:37:39Z,バラード好きな自分の中でも、更に好きな曲,4
J5Z7tIq7bco,UgwvcJ49Pf5BBgpG-EZ4AaABAg,@なっちろう,2025-09-05T08:59:45Z,発売当時ラジオで初めて聴いて衝撃だった…<br>すぐCD屋さんに行って探した想い出！,3
J5Z7tIq7bco,UgxelrjlTh2ahjQ1oFV4AaABAg,@トクガワ-n1o,2025-09-04T14:23:23Z,ルールの捏造による悪法らしい<br>象徴は中居正広,1
J5Z7tIq7bco,Ugwh9s6s8eXvrjm5t0J4AaABAg,@れんらん-f3h,2025-09-04T13:46:27Z,最高ーー🎉🎉🎉😊😊,4
J5Z7tIq7bco,Ugx0Jlw5F83GDtv4n9V4AaABAg,@トクガワ-n1o,2025-09-04T12:30:44Z,マジキモス。<br>戦犯はマツモトヒトシ吉本興業日本テレビ。,0
J5Z7tIq7bco,UgzviD73Ahs3AnLaSZx4AaABAg,@anna-o5x2q,2025-09-03T02:58:52Z,이 노래가 무려 16년전 곡이군요. 알고르즘으로 다시 만나서 행복하네요.,3
J5Z7tIq7bco,Ugw-qotMWLeQcWcpB2V4AaABAg,@Kieet3391,2025-09-02T13:27:19Z,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/7cIfY5niDOmSkNAP08CA6A4""></a>",2
J5Z7tIq7bco,Ugw4db87YAPhv_dZMex4AaABAg,@朱美倉本,2025-09-02T11:02:20Z,私も2万回以上聴いてます☺大好きな曲です🎶,4
J5Z7tIq7bco,Ugy7qPKZ5yG8lAHSW5V4AaABAg,@agtpmw,2025-09-01T13:16:45Z,今日仕事の帰り道この曲聴いて泣いた。最近涙脆い。,3
J5Z7tIq7bco,UgzZ4ws0XKScihyUQpF4AaABAg,@たい-r5u,2025-09-01T11:38:35Z,30秒くらい経っても全然音鳴らなくてスピーカー壊れたかとおもって見たら、CDが割れていた思い出のある曲です,14
J5Z7tIq7bco,UgxToYu7yJW00PEbv494AaABAg,@amaisiori,2025-09-01T10:15:24Z,大人って難しいね,4
J5Z7tIq7bco,UgxKwiyFkypZcsk1Eyt4AaABAg,@GALAXYKING0615,2025-08-31T17:22:05Z,"<a href=""https://www.youtube.com/watch?v=J5Z7tIq7bco&amp;t=227"">3:47</a>",0
J5Z7tIq7bco,UgxQrG6gVtY_lhNeXFF4AaABAg,@attyanpq,2025-08-31T08:43:51Z,2億おめでとうございます🎊<br>大好きな曲なので嬉しいです。,2
J5Z7tIq7bco,UgzR991wR1Zyaa1Ms-V4AaABAg,@솔까이말한다,2025-08-31T00:51:43Z,"저는 한국인이지만,<br>Jpop중에 가장 좋은곡 중 하나라고 봅니다.<br>한국의 노래방에도 이 노래의 번호가 있을 정도고,<br>자주 노래방에서 부르고는 합니다.",7
J5Z7tIq7bco,UgxJqZA9-3hhFBCJOt14AaABAg,@BANGS-PANDA,2025-08-30T14:22:12Z,あれこの2億回再生っておれが聞いた数じゃないんだ,2
J5Z7tIq7bco,Ugz5QxJwQtBpFOD3pld4AaABAg,@高橋信幸-f5s,2025-08-30T04:23:59Z,"<a href=""https://www.youtube.com/watch?v=J5Z7tIq7bco&amp;t=80"">1:20</a>",0
J5Z7tIq7bco,UgyWb41cihRosR8hf7h4AaABAg,@スナフキン-b7o,2025-08-30T02:59:13Z,靖国神社に眠る先人達に誇れるような日本にしていきましょう!私も頑張ります。自民党政権は終わりにしたい。国民の声を聞け！この国は日本国民のものです！！絶対外国人にはわたさない！！！,1
J5Z7tIq7bco,Ugw8cm0G6Y09aILks894AaABAg,@Maki10969,2025-08-29T15:05:20Z,急に、寝る前に聞きたくなったからやってきたよ。まだ前奏だけどいい曲🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,1
J5Z7tIq7bco,UgzMNj6que9ksNDSjTh4AaABAg,@秀一-t3z,2025-08-28T16:30:36Z,名曲は永遠に〜‼️  🎉🎉🎉🎉🎉😊,2
J5Z7tIq7bco,UgyCOJNSgZXlqJ1YCT54AaABAg,@gnu7002,2025-08-27T22:09:00Z,1回は楓(かえで)って言い間違ったことあります？？🙋,1
J5Z7tIq7bco,Ugzenqu1tBlnTIkeIbZ4AaABAg,@おんえあ-y7z,2025-08-27T13:20:35Z,今日、ラジオで流れて久々聴きました。<br>当時好きだった人がカラオケで歌ってくれた事思い出しました。<br>うまかったなぁ。<br>17年前だけど鮮明に覚えてる。,3
J5Z7tIq7bco,Ugyf4I2e0F4Mqr-ik2p4AaABAg,@丸山周作-o3e,2025-08-27T12:37:15Z,クソの季節<br>クソの役目<br>クソの時間<br>この曲の歌詞を読むたびに気になる,0
J5Z7tIq7bco,UgwqSihFAiAQURSqBB54AaABAg,@user-megw6zvsk7,2025-08-27T04:51:51Z,懐かしいな〜、,2
J5Z7tIq7bco,Ugysn7qST-N7sG2rdnt4AaABAg,@-.s6411,2025-08-26T22:57:49Z,男女関係無く気持ちが痛いくらい判るな…本当は声上げて泣きたいくらいだけど敢えてさり気なさを装おうみたいな…。<br>恋っていいな…<br>幾つになっても。,3
J5Z7tIq7bco,UgyOmPcTvKM7yKX0DMh4AaABAg,@こまさくら,2025-08-26T18:22:38Z,20年経ってるのにいつまでトップにいる気なんだよ！？(デレ多めのツン),2
J5Z7tIq7bco,UgxkNiN4cISmYpMyXYp4AaABAg,@amaisiori,2025-08-26T12:08:52Z,ねえきいてる？,2
J5Z7tIq7bco,UgywSgTd4xdbwVegNgp4AaABAg,@さゆ-e2f,2025-08-26T07:27:21Z,学生時代に聴いても、社会人なって聴いても、心に刺さります,2
J5Z7tIq7bco,UgwXMlenu_bBhVOxkZx4AaABAg,@いのうえ-v7t,2025-08-25T04:16:21Z,1週間フレンズから来ました,4
J5Z7tIq7bco,UgyOK4EO4-zrNxOWAap4AaABAg,@名無し-q6y5w,2025-08-24T21:14:02Z,恋人や親子、兄妹...いろんな場面に合う,3
J5Z7tIq7bco,UgzWCMz6jv5TnEFAlQp4AaABAg,@孫呉空-x1s,2025-08-24T12:03:22Z,最高ですね,3
J5Z7tIq7bco,Ugyg86w9gkPRbiQj-uJ4AaABAg,@merlianaindrianti5228,2025-08-23T16:20:58Z,OMG!!!! I like it,3
J5Z7tIq7bco,Ugzensg9zcXSxaL1Wph4AaABAg,@初見寄りの古参,2025-08-23T14:07:14Z,9日前に2億再生行ってるやん！,7
J5Z7tIq7bco,UgzZop7X-CZJSXc3gs54AaABAg,@kfgtgfh4gjt8s,2025-08-23T03:06:38Z,中田翔引退の報に接してから何だか毎日聴いてしまっている<br>平成は遠くなりにけり…,4
J5Z7tIq7bco,UgzHv8A3SD-nhp_1_Gt4AaABAg,@こじこじ-b7k,2025-08-22T07:17:28Z,2億行きました。🎉おめでとうございます🎉🎉😊,7
J5Z7tIq7bco,Ugxmf3QxiDDa8Zh7cYF4AaABAg,@wachichi99,2025-08-21T17:32:17Z,ほら令和勢、これ超えれんのか<br>時代舐めんな,4
J5Z7tIq7bco,UgxWoXwGnR3I94NBay94AaABAg,@もちゃれもん,2025-08-21T12:43:58Z,歌詞貼ります<br><br>夢ならばどれほどよかったでしょう<br>未だにあなたのことを夢にみる<br>忘れた物を取りに帰るように古びた思い出の埃を払う<br>戻らない幸せがあることを最後にあなたが教えてくれた言えずに隠してた昏い過去もあなたがいなきゃ永遠に昏いまま<br>きっともうこれ以上傷つくことなどありはしないとわかっている<br>あの日の悲しみさえあの日の苦しみさえ<br>そのすべてを愛してた あなたとともに胸に残り離れない 苦いレモンの匂い<br>雨が降り止むまでは帰れない今でもあなたはわたしの光<br>暗闇であなたの背をなぞった<br>その輪郭を鮮明に覚えている<br>受け止めきれないものと出会うたび<br>溢れてやまないのは涙だけ<br>何をしていたの何を見ていたのわたしの知らない横顔で<br>どこかであなたが今<br>わたしと同じ様な<br>涙にくれ淋しさの中にいるなら<br>わたしのことなどどうか忘れてください<br>そんなことを心から願うほどに今でもあなたはわたしの光<br>自分が思うより 恋をしていたあなたにあれから思うように息ができない<br><br>あんなに側にいたのに まるで嘘みたいとても忘れられない それだけが確か<br>あの日の悲しみさえあの日の苦しみさえ<br>そのすべてを愛してた あなたとともに胸に残り離れない苦いレモンの匂い<br>雨が降り止むまでは帰れない切り分けた果実の片方の様に今でもあなたはわたしの光,4
J5Z7tIq7bco,UgzYlHU3OBBI3M6q3Bl4AaABAg,@玲弦,2025-08-20T07:29:19Z,この曲の影響なのか、この歌と同じ名前の人が世界中にたくさんいることが素晴らしいことだなと感じています。きっと、その人のことを考えながらもっと多くの人がこの歌を口ずさんでいるのかな。,3
J5Z7tIq7bco,UgzYVjC28ceu5Ey0UBp4AaABAg,@岩佐幸子-j4h,2025-08-19T05:25:17Z,スキマスイッチさんの曲の中で1番好き😅,7
J5Z7tIq7bco,UgyFavTMO2MJQiYKYb14AaABAg,@無名-w4j,2025-08-19T04:29:41Z,2億再生おめでとうございます～！！！！🎉🎉🎉🎉,5
J5Z7tIq7bco,Ugx1FsrexrfWycgpPDZ4AaABAg,@廣瀬乙葉,2025-08-18T14:16:48Z,もう曲できて17年か,3
J5Z7tIq7bco,UgzMwfCp5Ln5EYHxWvd4AaABAg,@がちむっちドラえもん,2025-08-18T10:49:20Z,2億おめでとう！あと人気86位もおめでとう,10
J5Z7tIq7bco,UgxONANGJhtf2XerSe54AaABAg,@キングロードコーヒー-g8i,2025-08-18T05:55:41Z,くだらない話じゃない。貴女は美声の歌声 抱きしめるたびに貴女をもっと愛してしまう。もっと愛して俺は幸せになるよ。美声の歌声の貴女を永遠愛している。😊,1
J5Z7tIq7bco,UgxPCYYYrwTa_N3fSNh4AaABAg,@ユニコーン5000人目標,2025-08-17T23:03:51Z,2億？！,3
J5Z7tIq7bco,UgxQuP5bbdxbwVIdbMZ4AaABAg,@leneconX,2025-08-17T17:16:48Z,この曲大好きって泣ける<br><br>基本的には恋人同士の別れの曲なのかな？とは思うけど<br>ちょっと文字変換出来たら<br>卒業などで離れ離れになった親友、亡くなった大切な人・ペットなど、離婚してあまり会えなくなった子供など<br>大切な何かを望まない方でなくした人なら響く気が…<br><br>私もどれかだけど<br>たまに深夜など人で聴いてるけど<br>突然ふいに～から特にヤバくて　君が僕の前に現れてから～で泣いてしまう<br>ホントにさ会ってから人生が違ってみえたんだよね　いつまでも近くにいて欲しかったけど、この曲通して会ってくれてありがとうって感謝が強い,9
J5Z7tIq7bco,Ugw9uS_2EipORGTfA0l4AaABAg,@らん-i7e,2025-08-17T13:32:00Z,歌詞（自分用）<br>改札の前つなぐ手と手　いつものざわめき、新しい風<br>明るく見送るはずだったのに　うまく笑えずに君を見ていた<br><br>君が大人になってくその季節が<br>悲しい歌で溢れないように<br>最後に何か君に伝えたくて<br>「さよなら」に代わる言葉を僕は探してた<br><br>君の手を引くその役目が僕の使命だなんて　そう思ってた<br>だけど今わかったんだ　僕らならもう<br>重ねた日々がほら、導いてくれる<br><br>君が大人になってくその時間が<br>降り積もる間に僕も変わってく<br>たとえばそこにこんな歌があれば<br>ふたりはいつもどんな時もつながっていける<br><br>突然ふいに鳴り響くベルの音<br>焦る僕　解ける手　離れてく君<br>夢中で呼び止めて　抱き締めたんだ<br>君がどこに行ったって僕の声で守るよ<br><br>君が僕の前に現れた日から<br>何もかもが違くみえたんだ<br>朝も光も涙も、歌う声も<br>君が輝きをくれたんだ<br><br>抑えきれない思いをこの声に乗せて<br>遠く君の街へ届けよう<br>たとえばそれがこんな歌だったら<br>ぼくらは何処にいたとしてもつながっていける,6
J5Z7tIq7bco,UgxSv2aX1XjWgShWF_l4AaABAg,@ヤッター麺-e7h,2025-08-17T12:52:20Z,2億再生おめでとう,4
J5Z7tIq7bco,Ugy8rooBguOMwH6z0NB4AaABAg,@佳子江頭-n8s,2025-08-17T07:10:52Z,トークハンサムの寺西くんが歌っていて初めて知った67歳😂<br>ステキな歌は年齢を超えますね。,3
J5Z7tIq7bco,Ugzvd2sHvH4M8CZUYMJ4AaABAg,@伊藤玲彦-g9g,2025-08-17T03:50:20Z,この歌を聞いて！立ち上がりました！貴女が光！その光が側に居ると思って！天国で見てると思い！中で考え、考えて！登り上がる為に会社の批判がありましたが！でも普通のやり方だったら！辿り付けない！俺の人生、会社が責任を取らない事が明確だから！光の為に光に出来るかどうかわからないけど！凄いねと言われる為に！,1
J5Z7tIq7bco,UgwZ9U-R9Dn4POo_uhp4AaABAg,@___38kki17,2025-08-16T22:35:05Z,トークハンサム観てから来た人ー？🙋‍♀️,8
J5Z7tIq7bco,UgzuEDhfhrEiLdfnBnV4AaABAg,@ファーファーしゃん28MNo.1ボス,2025-08-16T17:26:36Z,"2025/08/17  <a href=""https://www.youtube.com/watch?v=J5Z7tIq7bco&amp;t=146"">2:26</a>　　　なう　　92",2
J5Z7tIq7bco,UgwYVjQil2yjvjR9ovF4AaABAg,@ChiYuchi-e3i,2025-08-16T13:05:28Z,トークハンサムから来ました！<br>寺西くんが歌ってて本家も聴きたくなりました。<br>やっぱり名曲。,32
J5Z7tIq7bco,UgyCbHHLxqd-7HwmTVR4AaABAg,@健太-e6m,2025-08-16T12:47:21Z,名曲しか作れねーのかよこいつら,6
J5Z7tIq7bco,UgxZzLcwk-sfWopGXDh4AaABAg,@南-j9u,2025-08-16T12:20:04Z,トークハンサムでの、timelesz寺西さんのカバーが良過ぎて思わず来ました,25
J5Z7tIq7bco,Ugzwun-XZTUSoo3P4bl4AaABAg,@るーちゃん-k5w,2025-08-16T11:16:44Z,そろそろ2億回に届くと、ラッキーフェスで聞いていたのに見逃してしまった😂<br>おめでとうございます🎉,3
J5Z7tIq7bco,UgxEpsFMCqkxpi4MMzl4AaABAg,@koume-yx7cu,2025-08-16T09:29:27Z,◾️韓国から来ましたTV◾️というYouTube番組で、男性二人が「奏」をみた動画があるんですけど<br>お二人ともとてもいいリアクションしてました！嬉しくなりまきた！,3
J5Z7tIq7bco,Ugxv7ksqRrsErk1DAX94AaABAg,@JP_AYU,2025-08-15T19:33:28Z,2億再生!,6
J5Z7tIq7bco,UgyHpfuJlAmqpug-e3F4AaABAg,@中井勝斗,2025-08-15T12:09:43Z,２億再生おめでとう🎉,6
J5Z7tIq7bco,UgwprsqsU9uWJ7Sq1lF4AaABAg,@イツ子中山,2025-08-15T10:31:42Z,私も77才に成りました、今でも「奏で毎日」聞いています、なんて良い曲なんでしょう。🎉,2
IvDTkTKi5pA,UgwsNKM6_y1w25cJS3V4AaABAg,@船引愛,2025-09-22T00:14:49Z,カラオケでは、近藤サトさんが歌いました。,0
IvDTkTKi5pA,UgyGedyy-x6z8I2srKp4AaABAg,@親京都三重県人ミンスク,2025-09-21T08:21:29Z,１.スキマスイッチ　52.ミンスク。１の子の肩に立つ(肩車の体勢から🤔),0
IvDTkTKi5pA,UgxpYVMF87-ujmcgcg54AaABAg,@atmjgptdkxgawtw,2025-09-21T05:59:31Z,あと1000万再生で1億<br>俺に任せろ,0
IvDTkTKi5pA,Ugy1Fmv2jjsoYSOqTy54AaABAg,@TbrahamRincoln,2025-09-20T13:05:03Z,全力少年は歌詞が良すぎる,1
IvDTkTKi5pA,UgySoY_I-92xVZIfU3l4AaABAg,@user-sfnt6gjt3j,2025-09-20T07:02:51Z,何で少年なんですか？女性は頑張ってないんですか？差別ですね、通報しました,0
IvDTkTKi5pA,UgxWupDJ-hWuyGXADPZ4AaABAg,@たいしん-z3b,2025-09-19T11:24:50Z,はなかっ( ᐛ👐)パァ,0
IvDTkTKi5pA,UgxGvokMD_pjTmvuzIt4AaABAg,@ousisi2827,2025-09-19T06:10:39Z,オニのように大量に曲書かされてた時期のスキマスイッチ,0
IvDTkTKi5pA,UgwfmQVBGSbOJ6ewU0N4AaABAg,@くりすきっけ,2025-09-18T16:09:33Z,ALL OUT<br>これを知ってここにいる人はどれだけいるのだろう,3
IvDTkTKi5pA,Ugw3hnFWaIBt_a7KIvF4AaABAg,@333mbko5,2025-09-18T14:40:53Z,中学の頃に友人関係や部活の悩みがあった時にこの曲を聞いて乗り越え、高校の時にやりたい事がなかなか見つからなかったけどこの曲を聞いて自分なりの答えを見つけ、社会人になってから仕事や人間関係で悩んだ時もこの曲を聞きながら突っ走る事が出来て、出産した当日もこの曲を聞いて覚悟を決め、育児中の今は子供とこの曲を聞きながら一緒に歌っています。<br>スキマスイッチ、ありがとう。,2
IvDTkTKi5pA,UgwVEMkuNNP-0GqJaGp4AaABAg,@P1221-q2z,2025-09-18T14:03:56Z,ほどほど生物,1
IvDTkTKi5pA,UgzmuSyckJhPq9XcZFR4AaABAg,@鳥の羽-c5l,2025-09-18T11:50:04Z,一億いける！,4
IvDTkTKi5pA,Ugzv1lH5TmOK8MKkROF4AaABAg,@MAZALIIF,2025-09-17T14:00:46Z,iklan pocari sweat jaman dulu🥺,4
IvDTkTKi5pA,UgzZZXu-R_LfDIzhW-B4AaABAg,@蒼空児玉-e9v,2025-09-17T10:33:19Z,少年の夢ぶっ壊して〜🎶身につけた脂肪燃やし切って〜🎶,0
IvDTkTKi5pA,Ugxt-SGYIdBuPvJaLfV4AaABAg,@万博情報局,2025-09-16T08:58:07Z,万博から来た人いないよね😅,1
IvDTkTKi5pA,UgxTgB9OUUyD3xIS7cZ4AaABAg,@densetsu1102,2025-09-14T17:26:07Z,これは来月までに1億いくな,2
IvDTkTKi5pA,UgwslyqUrB5TELStzqB4AaABAg,@藤田優人-u3v,2025-09-14T14:40:00Z,1億への道！,2
IvDTkTKi5pA,Ugx6ZcB5TdlGH7ZzxZ94AaABAg,@desurinnpa7760,2025-09-14T05:38:11Z,宮崎jam nightで聴いてきました<br><br>オオトリでしたが、控えめに言って最高でした,5
IvDTkTKi5pA,UgwUjEzHvobkJq1ZsS14AaABAg,@nafishaziq,2025-09-13T15:37:47Z,🗿👍🏻,3
IvDTkTKi5pA,Ugwb9P-sczjx331PI0t4AaABAg,@葛目已恵子,2025-09-13T14:15:04Z,石破が歌ったらおもろそう,2
IvDTkTKi5pA,UgxdIcck827rmXdDIvF4AaABAg,@あいぬ-b4m,2025-09-13T00:25:18Z,積立NISAを初めて3年、全力で走ってきました。<br>解約するのに躊躇していましたがふとこの曲を思い出して勇気をもらえました。<br>怯えてたら何も生まれない。<br>まさにあの時の私です。<br>曲の力って偉大だと改めて感じました。,12
IvDTkTKi5pA,UgzizEaWBgZHhTEZNKZ4AaABAg,@Azura_chan-22,2025-09-12T05:49:57Z,Seorang anak lelaki menari² di pagi hari dengan background gunung,1
IvDTkTKi5pA,Ugx5YSJQBMycDzBzO794AaABAg,@todaaerika,2025-09-11T13:10:33Z,你或者不知道 這首歌造就了其中一個住在香港男孩不放棄既精神,3
IvDTkTKi5pA,UgxUMsHwj5UVsgtP1oZ4AaABAg,@スマ中-KF,2025-09-11T11:28:39Z,あと115万やん,3
IvDTkTKi5pA,UgyArVdn0-TjdyKzkAt4AaABAg,@yoyo-fe4zq,2025-09-10T14:56:08Z,もうすぐ1億回再生ですね、楽しみです！,2
IvDTkTKi5pA,UgyutC8R5IlGm5AMJrd4AaABAg,@axelgames64.976,2025-09-08T14:48:40Z,Pocari sweat: bintang sma,5
IvDTkTKi5pA,UgyZGG9opUEmnA5AtkZ4AaABAg,@wpmgt0109,2025-09-07T12:28:23Z,流石に一億回いかせたい,6
IvDTkTKi5pA,UgxkxEuILecRWLUmXbJ4AaABAg,@天然水-b3p,2025-09-07T05:50:06Z,陳か,0
IvDTkTKi5pA,Ugzd2ZGBcBhcxhoCr8Z4AaABAg,@kiki-fz3oh,2025-09-06T08:52:57Z,このMV、ボーカルの大橋さんがベースで鍵盤の常田さんがドラムなんだよね。<br>楽器いろいろできるのすごい。,1
